V160001,V161078 - PRE: What is it that R dislikes about Republican Pres cand
403872,He scares me. He is a loose cannon.
403874,Egocentric
403877,arrogant
403878,
403882,RACIAL
403885,
403886,
403887,He never showed his tax papers
403889,not presidential material.
403893,
403896,
403897,"EVERYTHING: his political postions, behavior, arrogant"
403903,"Inexperience, stupid comments"
403904,"Racism, bigotry, discrimination"
403907,
403908,
403911,Unpredictable behavior
403912,HES IN THE WRONG PROFESSION..HORRIBLE
403913,Made slanderous comments against immigrants and women.
403918,"everything he is repugnant, he lies constantly, dangerous"
403919,He is a little arrogant
403921,His wealth was given to him
403925,Narcissistic tendacy.
403928,His mouth
403929,immature and does not act like someone to look up to
403930,"his actions,morals"
403931,"hasn't paid takes in 20 yrs, critical of women, not trustwor"
403935,"He's a narcissist, sexist pig"
403936,knowlege of government
403937,"He's a bigot, misogynist and scares me.His platform is nuts"
403938,"Unreliable, uninformed, doesn't represent me"
403940,
403941,
403942,
403945,
403947,
403951,CHARACTER
403953,"narcissistic personality, lies"
403954,
403955,He is not credible.
403956,
403957,"Negative, psychopath,narsasistic,"
403960,"Trum is petulant, dishonest, lazy, and ignorant"
403962,He's vindictive and compulsive
403963,NOT INTELLIGENT ENOUGH
403964,
403966,His ego and harsh words
403968,
403970,He's a joke. He's all about the drama just like his tv show.
403971,
403972,
403978,
403979,"lack of expierence, & loose cannon, does not have a plan"
403987,Very rude person
403988,
403990,"His mouth, not diplomatic at all"
403991,Lack of character
403993,
403994,
403999,He's a narcissist! Spoiled rotten bully! Racist pig!
404001,Inexperience
404002,he speaks before he thinks!
404004,
404007,
404009,"not presidential, somewhat of a loose cannon,"
404011,
404016,He is very cocky and lacking in experience
404017,his view on social security and gun control
404020,He is rasist
404021,"He is an entertainer, not presidential."
404025,his foul mouth
404026,
404030,He is so rough around the edges
404032,His business in other countries
404037,"lack of experience, temperment"
404038,His view is not balance between different groups.
404039,
404042,unfit to serve
404043,to radical
404045,that he hides his money and dont pay taxes
404047,Hate monger
404048,"Amoral, self-agrandizing, poorly informed candidate"
404050,
404051,
404055,Credibility
404057,prejucice
404058,everything
404060,
404061,"Demeanor, doesnt make sense, lies, etc."
404066,
404071,"he is  fake, out for himself"
404072,ES UNA PERSONA  RACISTA
404075,Sometimes he can be a little strong on some topics.
404076,Foreign policy
404077,
404081,
404082,
404084,"He has no filters, and speaks exactly what he thinks"
404087,RACISM REMARKS
404090,He gets people fighting - not working together
404092,
404097,He is too arrogant and does not demonstrate restraint.
404098,"Egotistical, pompous, racist"
404101,
404105,
404106,brashness
404108,Offensive and his imigration policy
404111,He will not be an acceptable nor capable leader
404112,His lack of respect for minorities and women
404113,
404121,
404124,He's very racist! He doesn't have African Americans or other
404125,
404127,his bad comments
404129,EXPERIENCE IN GOVERNING
404130,His unprofessionalisim in debates.
404131,arrogant blowhard scare tactics
404137,
404143,Su arogancia
404147,Because he dont pay taxes like the hard working middle class
404149,
404150,
404151,Hes sneaky too
404154,how he treats women
404158,He himself has gone bankrupt several times ...
404163,Racist diatribe
404168,"he's attitude, face, and idea's."
404169,
404174,his lack of self-control
404176,He seems sexist and racist.
404182,I don't think he knows much about foreign policy.
404184,
404189,
404191,I don't believe his views are good for politics in general
404192,N/A
404200,"Racist, bigot, fraud"
404201,"He is unqualified, irrational, unbalanced, shameful"
404207,Sexist
404220,
404221,Too brass. Might upset other countries and they will turn on
404224,
404225,
404229,He's does not like mexicans
404230,Self centered egotist
404232,"Lots of reasons, but I think he is dishonest and corrupt"
404236,His personality
404238,
404239,Personal views of who he is as a person
404240,
404241,Too hotheaded
404245,
404248,volatile
404249,
404250,Not a constitutional conservative
404252,He sometimes says ridiculous things.
404260,I'm afraid he will put women back 30 yrs
404263,he lies. dosnt know what he is doing
404264,multiple bad character and policy choices
404266,"Not professional, embarrassing, no REAL plan, racist/sexist"
404268,
404269,
404275,He doesn't make any sense.
404277,He is unfit and unqualified for the office.
404278,
404279,his big mouth gets him in trouble.
404281,
404282,His irationality
404285,"He's a sexist, racist, swine that will make America worse."
404286,I believe  he is only worried about rich white men
404291,He is a racist fucking idiot
404293,
404294,He doesn't seem to listen or care about people's opinions
404298,He should not have said what he did to the Mexican president
404300,"he is dishonest, racist,& I do not believe he is sane"
404301,"Corrupt business mogul, that owes millions to Wall Street"
404304,
404307,He has no leadership qualities as a representative for US
404311,
404319,"Racist, Has no filter, Rude"
404321,He has proved himself to be a racist and a mysoginist liar
404322,racism and sexist
404323,I don't trust him to be an honest president.
404324,
404327,His crass and demeaning personality
404330,
404331,Abrasive tone of comments
404334,What he represents
404336,immigration policy is counterproductive to the annual GNP
404337,
404338,"Not fit to be president, does not have good temperment."
404339,his arrogance and bigotry
404343,"His business practices of ruining the common man, his lies"
404348,Temperament
404351,The things that come out of his mouth
404353,He seems to be a rich self involved prick
404354,"hes egotistical,  liar, not for the people, racist,"
404358,"Racist, homophobic, not fit to lead"
404359,dont like black people
404360,"Racism, ignorance"
404362,He is not firmed on his standpoints
404364,"Not a lot of experience, seems he would make rash decisions,"
404365,Values
404369,Building the wall
404373,He is too emotional and explosive
404376,concerns about certain statements
404378,character
404379,
404382,He is a fascist
404383,He would definitely start a nuclear war.
404386,Mr Trump has an anger issue of middle child
404387,I don't want to be around in World War 111.
404397,Doesn't care about peolple. Only concerned with himself.
404399,"many items, he is not trustworthy, he take advantage of peop"
404402,
404411,He is a business man that will do well for our country
404413,he's rich and and a good businessman
404414,his stance on immigrants
404423,qualification
404424,Total self interest bully and racest and ignorance of other
404425,
404426,
404430,His racism and arrogance
404431,
404437,
404438,
404441,
404442,Decline to state
404445,
404448,He has shown a lot of uneducated biased points
404449,
404451,"He is racist, sexist, xenophobic, homophobic"
404453,too loose with his mouth
404455,Rhetoric
404456,
404459,
404460,
404461,His lack of understanding against minorities
404469,
404471,"selfish,childish, & not presidention"
404476,
404477,
404482,He is too politically incorrect
404485,His character.
404490,
404491,He's a bigoted liar and cheat
404495,Temperment
404497,experience
404507,Racist
404511,He is nuts!
404514,
404515,MUY CLASISTA
404519,
404521,"Racist, sexist, mean, poor morals, dishonest, etc"
404523,i dont  like that he wants to build a wall at the border
404524,Bad behavior and use of words
404528,Everything this man stands for and has been.
404529,He's an inadequate blowhard.
404530,Doesn't think before he speaks
404531,
404533,
404536,ideas muy radicales
404537,
404542,He is running to change inheritance tax and fulfill his ego.
404543,"Inexperienced, Racist, Bigoted, Lack of substance on policy"
404546,
404551,
404553,
404555,"His views regarding women, immigrants and minorities"
404559,
404561,
404562,BANKRULPCY IS A REASON TO DISALLOW SECURITY CLEARANCES
404567,Him
404573,
404574,He's a racist bigot
404576,Things he says
404580,
404583,His views on immigration and his lack of political experiene
404585,Su actitud prepontente y imbecil no deberia llamarse humano
404595,No political background
404596,"Racist, misogynist, bigot, demagogue"
404597,
404599,"Bigotry, misogyny, hatred, lack of intelligence or scruples"
404602,
404604,
404605,He is unfit to be president
404609,Negative approach and fear tactics
404610,
404611,
404612,"No political experience, disrespectful (women & minorities)"
404614,
404616,"rude, fear of WWIII, lack of integrity"
404618,Ignorant and has no idea whats going on
404622,Willing to do or say anything that's deemed 'correct'
404624,
404627,i feel that he is a crook and bigot
404633,
404635,I don't trust him.
404636,Keep talking.
404642,Everything
404644,Integrity
404645,
404646,not knowing what he will do for sure.
404648,
404652,Just about everything. His whole demeanor.
404657,Everything! He has no knowledge of running the government.
404662,no experiece; radical; irratic;TV performer
404663,
404664,anti-female
404666,
404667,
404668,Verbal attacks
404671,
404672,
404680,
404689,
404692,"Honesty, doesn't talk with class"
404694,
404699,
404706,He aint right
404710,HIS BIG MOUTH
404712,
404715,His personality
404716,"no thought process, idiotic views and just plain scary ideas"
404718,Everything
404719,
404721,
404723,racist to mexicans
404724,Strong leader
404725,"liar, misogynist, morally bankrupt, repulsive, valueless"
404728,he isn't a politician
404729,His general behavior is disgusting.
404731,unfiltered comments
404735,
404738,He's an embarrassment to our country.  He has no experience.
404739,
404740,
404741,He is politically ignorant and inconsistent
404743,
404744,Everything
404746,he flip-flops alot according to public opinion
404748,he is a biggest joke i ever laid my eyes on
404750,"rudesexual comments, making fun of disabled, will destroy"
404752,he is a racist egotiscal uncouth maniac
404754,
404755,Everything
404756,
404757,
404760,"everything: judgment, positions, temperament"
404766,
404771,immigration
404773,"Doesn't understand politics, plays by his own rules"
404774,He worships false gods!
404775,"He has a problem with women, minorities, said racial things"
404778,He`s a liar ! and he is Scary if he would be a aAaPresident
404779,He is a bigot.
404780,
404781,seriousness about being the leader of the free world
404782,
404783,DIVISIVE
404784,
404788,
404791,sorry same as before i will never vote for this person
404794,Racist self serving inexperienced dangerous
404795,He is who he is.
404796,"Doesn't care about people, racist and doesn't care to hide"
404800,Racist
404803,
404805,Arrogant
404807,
404808,
404809,All talk and telling people things he can not do
404811,Not presidential and lacks temperament; everything about him
404812,Disrespect for other Americans
404814,Belief that the office if president has more power than does
404815,"temperment, lack experience, views"
404818,
404819,His lies and lack of detail in planning
404821,TODO
404823,
404824,"Racist, xenophobic, uneducated about foreign policy,"
404830,Too many to name
404831,too cocky
404841,
404844,
404845,
404848,"Racism, lack of integrity & lack of morals"
404851,Total lack of general and political experience
404852,"Total collapse of Republican party, I'd go independent"
404854,His comments against hispanics
404856,
404857,
404860,He is not a clinton
404862,His arrogance
404864,
404867,Everything he stands for
404870,"bigot, promotes hate and separation, every negative -ism"
404871,Immaturity
404874,He is a liar and a con man
404875,
404878,
404880,"everything: his lies, bigotry, sexism, encouraging violence"
404881,He is a lair talks about thing that he should keep to his se
404885,Racist
404886,He's racist and is being accused of being a sexual predator
404889,
404891,his policies against imigration
404893,
404895,His political thoughts and views
404896,his face
404906,"to sum it all up, he is a dangerous idiot"
404907,he says a lot of stupid things
404908,TRUST and I think he ego is dangerous.
404910,his racist
404911,Character and values
404912,
404914,inexperience
404915,"Too mouthy, rude, not sensitive"
404919,
404920,
404921,Saying things he regrets
404922,
404923,He is the most racist person I have ever heard
404926,Dont like him personally
404928,He is such a blow-hard and hot tempered
404931,
404933,
404934,"Lack of expertise, which could possibly be learned."
404938,HE IS MENTALLY DISTURBED
404939,
404941,I would vote against him if there were a better person to vo
404947,
404953,
404956,He hates my bloodline..
404957,His temperament and how he treats women
404959,Not a serious presidential candidate
404961,disconnected from the reality of every day working people
404962,HIS MOUTH
404963,personality
404965,I feel he cant be trusted and lacks empathy towards others
404966,He doesn't represent the opinions of the majority of citizen
404971,hes  beligerent
404975,
404976,I think he's a fake
404977,irrational
404978,I migration
404979,his limited knowledge
404980,his ignorance and bad character
404984,Competancy
404985,Trump is a loudmouth
404986,He is not qualified in temperament or experience
404989,
404990,
404991,
404992,Everything
404993,his personality
404994,
404998,"no experience,no truth"
404999,
405002,
405007,Too arrogant
405009,
405012,
405013,"Ego, character, hyperbolis"
405014,
405016,His behavior is questionable at times.
405021,Too many to count
405022,foreign policy
405023,"Hot head, racist, no scruples, liar, bad advisors"
405026,needs to think before speaking
405027,Not politically correct.
405029,lack of integrity
405031,Not serious
405032,change his mine
405034,Inexperienced IDIOT
405035,asking form
405039,He is a BAD Person.
405042,
405046,He is disrespectful to women
405049,he dont like women
405052,He's not a smart man. He does not care about the country.
405053,too theatrical
405055,Everything
405061,
405062,temperment and no tax returns
405064,He is morally wrong & self centered.
405066,
405070,hesays he is a republican
405072,"His arrogance,callousness, simplistic solutions."
405073,too rich.
405079,INEXPERIENCE
405080,Almost everything he says and stands for.
405082,
405084,another Republican candidate
405086,He's a blowhard and I don't want him to have launchcodes
405087,"no experience in government, lying, bluster, hate his opinio"
405088,Not competent to be President
405089,"mental health, racists"
405090,Everything
405093,proven he cheated on his taxes
405095,
405097,He is arrogant and likes to grandstand
405100,
405104,ARROGANCE
405106,Attitude
405109,
405116,
405119,"Scam artist, constant priven"
405128,"He is a racist, liar, con man and not qualified"
405131,FAKE
405135,He's a businessman without political experience.
405136,Arragance
405138,"Personality, lack of integrity"
405139,Too much to list. Mocking a disabled man shows us exactly of
405142,
405144,His ignorance with regard to ______. (Fill in the blank)
405145,
405146,this list is too long
405147,"He's an immature, insecure try-hard."
405148,I do not believe he is a qualified candidate.
405152,his unstableness
405157,"views about race, propensity for violence, anti-feminism vie"
405158,He could cause a racial war
405159,none appropriate comments at times
405163,"Means well, has a bad temper"
405164,
405168,Everything
405172,
405174,Nut case
405177,personality
405179,
405181,
405183,"Don't trust him, not willing to educate himself on issues."
405184,his mouth
405185,Everything. Douchebag
405187,He hates minorities and will get us into war.
405188,
405189,weak in international affairs
405190,Everything
405192,
405197,Does not have political charisma
405199,
405200,well I don't like the fact that he seems to put women down
405204,continuing to be unrelateable to the american people
405206,His extreme behaviors
405207,Everything
405208,
405209,temperment
405210,"Lack of qualifications, demagoguery, mental health"
405213,
405215,Most things
405216,
405219,
405223,showboating
405225,his mouth
405227,I DON'T LIKE HIM!!!!
405231,Horrible human being
405242,No experience in Foreign affairs
405243,Crude behaviour and lack of respect
405245,"His disposition, politics, and his attitude toward non-white"
405248,He calls women dogs
405250,
405254,he is not  for blacks  or forerigners
405256,i hate everything about his moralcharacter.he'sangry&hateful
405259,Firm
405260,
405271,Not paying taxes
405277,
405278,He's not for Real
405281,
405284,"Lack of experience, and 'loose canon'"
405286,Unqualified to be president
405287,"His views on immigration, his views of women, how he treats"
405289,
405290,
405292,His blatant deception and selfishness at the cost of liberty
405293,"He is dishonest, xenophobic, racist, inexperienced, selfish."
405294,His morals
405295,"his personality, his embrace ultraright/conservative doctrin"
405298,
405299,"SELF SERVING EGOISM, RACIST, IMMATURE, POMPOUS,DISGUSTING"
405301,"LACK OF EXPEIENCE, JACKASS"
405305,his bombastic attitude
405312,
405313,He's a lyer
405314,Is hot-headed and impulsive.
405316,
405318,Not Ethical
405319,"dangerously uninformed, ego maniac, hot tempered"
405320,
405323,
405328,Keeps up with the divisive speeches
405330,
405332,
405339,mass deportation of illegal immigrants
405340,"Not diplomatic, no experience in politics, mud-slinging, ego"
405341,He is racist
405342,Unpredictability and poor professionalism
405349,"HE LIES, HAS NO RELEVENT EXPERIENCE, BIGOT ETC"
405350,He is a racist and I do not agree with him on many subjects.
405352,
405355,He is a bad person
405356,sexist racist hate creating fear mongering bully
405360,He is a despicable and unqualified primate
405361,Arrogance. Inability to use logic and be consistent.
405363,leadership
405367,
405370,Unstable and has created a climate of hate with campaign.
405375,wish he wuld make sure he helps all classes of people
405381,
405383,His temperament is not stable.
405385,Negativity - poor conduct
405388,
405390,YES BECAUSE HE COMES OFF TO BE A LITTLE RACIST
405392,Selfish
405394,
405395,Character
405399,
405400,Everything
405404,"Temper, bigotry, mouthiness"
405413,racism
405414,views about women
405415,TO CHANGE THINGS FOR THE MIDDLE CLASS
405416,His view on the economy.
405419,
405420,"his stance on women's rights, his stance on race relations"
405422,
405423,
405427,he is an autocrat.
405428,"inconsistent; crass; uninformed; prejudicial, etc.!"
405429,speaks as if this campaign is a contest
405432,his views on immigrants
405434,
405435,"Racism, Personality"
405439,I don't believe that he is qualified or suited for the job.
405440,"Racist, and not qualified to run our country"
405450,He is too radical.
405451,Doesn't seem to be a team player
405457,he speaks out of he's ass
405459,
405460,"arrogant, disrespectful"
405461,
405462,"immigration, racism, candidate has no substance"
405464,His lack of knowledge and his big ego..
405465,
405466,Everything
405467,his greed
405468,He have no political background
405471,
405472,Not paid taxes. Not used american made.
405474,Where do I start he is unfit to be president in every way
405475,
405478,His racsimn
405483,
405484,
405485,The wall
405495,"ignorance, prejudice, support of wealthy class"
405497,
405500,
405501,He's an idiot
405508,
405510,He comes off as he thinks he is better than anyone else
405513,He's racist
405523,
405525,AROGANCE
405527,
405530,
405531,
405533,"everything, but mostly his stance on immigration"
405534,Character flaws
405535,
405536,"stupid, racist, bigot"
405538,"He is a racist, bigot, sexist and nothing positive about him"
405541,
405542,"He is a shameless, self-promoting fraud"
405544,
405554,
405556,seems like an idiot
405557,
405558,
405562,Wants to build a wall
405565,"He's Donald Trump,"
405569,His attacks against people; divisiveness; lack of experience
405570,
405576,attitude towards women and those of different races
405578,N/a
405579,
405581,
405583,he doesn't seem to have any plans and seems not say anything
405585,
405588,He's a statist
405589,THE WALL AN HEALTH CARE
405593,No respect for people in general. He has evil in his heart.
405596,kind of aggressive
405598,"Several things, but we have no options!"
405599,"Racist, Narcissistic, Misogynistic, Unfit, Liar"
405602,
405603,never been a political figure before..doesnt know the first
405606,
405607,
405610,
405611,Not as polished as he should be.
405612,"Evil character, non-existent morals, extreme ignorance"
405614,
405619,"everything about him, he is not qualified, he is predudice,"
405631,Sometimes his attitude
405633,"I believe he wants to win the election, not run the US."
405634,Completely unqualified. He frightens me.
405635,He's racist and we don't need a president like that.
405637,he is an embarrassment to our country
405638,unfit tempermentally and intellectually
405639,complete slappy headed wanker
405645,I don't think he's honest.
405646,"His views on immigration, foreign policy, taxes, gun rights"
405648,He is unfit to be president.
405649,"It's a long laundry list - how he treats people, lies"
405651,
405654,
405655,
405656,He is a real wild card
405660,"Lack of integrity,arrogance, and a lack of empathy!"
405661,
405662,"Never would I vote for that rude, arrogant bastard"
405664,
405665,
405672,"Racist, sexist, corrupt"
405673,"his sociopathy, narcissism, lack of humanity, pandering"
405674,lack of government experience
405676,
405677,I never cared for Trump as a person from what is presented
405678,"ignorance, racist, laws do not appy to him"
405679,
405681,Character
405684,I don't believe he has the knowledge or experience
405685,"ignorance, temperament, loyalties"
405688,building a wall
405689,
405691,
405692,instability
405699,"He's crazy, a racist, a misogynist, no political background"
405701,
405703,maybe too rich?
405706,HIS ATTITUDE
405707,Stance on immigration
405708,
405711,everything  he says
405712,"Racism, bigotry, ignorance, immorality, dishonesty, etc."
405725,"Has supported Clinton in the past, financially."
405728,
405730,Personality
405732,he is arrogant and seems childish
405735,"Racist, incompetent, bigoted, unqualified, narcissistic, and"
405746,Immigration Laws
405748,arogant
405751,Lack of experience and Bigotry
405752,He doesnt have a clear platform I agree w/  & is a joke
405757,His personality /policies
405759,
405760,can be rude and obnoxious
405763,"narcissistic, egoist, with trending views, poor communicatio"
405766,
405769,
405778,
405780,Too childish sometimes
405781,he needs to be more carefull about what he says.
405782,I don't believe he is qualified to be President
405785,
405786,Lacks world affairs
405788,morality
405789,Racist
405790,don't like mean spirited people
405791,his arrogance
405792,
405793,A little disrespectful to people.
405794,Bigot racist liar cheat
405795,Temperment
405801,
405805,"Racism, Lack of Diplomatic Plan, Unfit To Hold Office"
405811,
405813,Better candidate
405816,
405823,
405824,He is sexist and racist. No knowledge about politics
405826,his attitude and opposition to those not like him
405827,I DONT LIKE ANYTHIING ABOUT HIM
405829,
405832,
405833,
405840,HE'S CRAZY
405843,incompetent
405847,
405849,N/a
405850,He's racist and discriminatory.
405852,
405863,He lacks substance. Has no grasp on issues.
405864,he is not a very diplomatic
405865,
405872,he is a terrible person
405875,Seriel Rapist
405877,Trump is unstable
405881,
405882,He's ridiculous
405885,"Bigot, foreign policies, international relations"
405886,VERY ABRASIVE
405887,
405888,Racist comments and wont listen or work with others
405891,He appears misinformed about certain issues.
405895,
405897,Racist
405902,
405904,No political experience
405905,
405909,Everything
405911,HE'S REPUGNANT
405917,His negative reputation
405918,
405922,
405923,
405925,he's a plutocrat
405931,lack of experience
405933,
405935,
405937,
405939,dont like him / his views
405941,
405952,Arrogance and Hot Head
405955,"Unqualified, Unintelligent, Racist, Sexist and more"
405958,Untrustworthy corrupt businessman
405959,He would make a terrible President
405960,short temper and unprofessional
405961,"Well he not war ready either,he a hustler"
405965,"He lies habitually, is overtly racist and misogynistic, more"
405967,
405969,"LOL his terribleness, everything about him.  hes a joke!"
405970,
405971,personal bearing
405972,do not agree with his goals or values
405973,"He's dishonest, ignores facts, and seems unstable"
405980,
405982,
405984,He is racist against Mexicans
405985,
405990,He is not qualified
405994,
405998,Racist
406001,everthing
406002,Non Presidential Actions
406004,idiot no diplomacy a farce
406005,EVERYTHING IS IS AND STANDS FOR.
406013,He constantly lies
406016,"don't know when to stop talking , rude"
406017,
406018,
406022,everything
406023,
406030,"no experence, a liar, a racist, incites violence, war monger"
406032,he's nuts
406035,He is very mean to people I think.
406041,
406042,"idiotic behavior, poor presidential representative"
406043,Racist
406044,Everything about him and his public persona.
406045,arrogant
406052,Attitude & his mouth
406054,ADDITUDE
406058,
406060,mainly because he is not qualified on any level
406066,
406070,not qualified
406073,
406076,
406080,
406081,He needs to talk with a little more tact
406082,he has no experience and is an idiot
406084,He is crass and he is not a Christian
406094,Inexperience
406096,"Racist, white supremecy"
406098,
406101,"he is billioner  at least , he spent his own money"
406102,
406104,Racism
406105,paranoid egomaniac
406108,He's a bigot and a liar and has bankrupted four companies.
406110,
406112,
406114,
406118,his brandish and offensive views of women
406119,His disregard for women and minorities and lies.
406123,he is crazy
406127,He is unstable person and self-centered.
406131,
406133,
406134,
406135,
406136,About the way he speaks about women
406137,"Unstable positions, vapid policies, petty personality."
406138,he speaks before he thinks through
406141,he is goofball...   he cannot speak intelligently..
406142,Trust & Integrity
406144,UNREALIABLE & FLIPPY
406146,
406147,Outsider Businessman
406148,That he does not take others advice.
406153,
406154,
406156,Lack of attention
406159,
406160,
406164,He is a loose canon
406167,"Unqualified, disrespectful, lacking in diplomatic"
406170,i am a [REDACTED DETAILS] man
406174,
406176,Personality Unstable
406181,his uncontrollable mouth
406186,
406193,"dishonesty, racist, lie a lot, exaggerate facts to his advan"
406194,
406196,Porque no ispira
406198,Racist
406202,
406203,
406204,
406206,I cam't take anything he says seriously; he's a joke
406212,
406217,I dont like him
406218,
406221,
406224,
406225,Thoughts about women
406226,
406227,
406234,
406235,Better candidate
406237,everthing
406238,"His Public Repore, but that can be polished"
406239,
406240,crude mouth/attitude re. women
406243,I think he's not fit
406245,
406247,
406248,"Ignorant, racist, sexist, stupid, and rude"
406249,Sexist
406252,He is racist with bipolar tendencies
406253,Lack of experience
406254,"Racist, ignorant, flip flops, liar"
406257,
406258,His comments against Mexican's
406259,He's narcistic
406260,Insufficient political background
406263,Just about everything he says
406264,Racial comments
406265,too radical
406266,"He is constantly flip flopping what he says. Also, he has no"
406269,Lack of political experience; personality/temperament
406271,Women hater
406275,"Erratic and irrational behavior ,lack of specifics on issues"
406280,
406284,
406285,"WASTED LOTS OF TAX PAYER MONEY TO BUILD UP MILITARY,FOREIGN"
406288,
406291,
406294,HIS INDIFFERENCE TO OTHER PEOPLE HE TREATS THEM WITH NO RESP
406301,
406302,The issues with  speeches and not being politically correct.
406305,
406306,"All rhetoric, no real plan; bigoted and inflammatory"
406307,He's self explanatory. NO. WAY.
406315,
406318,
406320,Demeanor
406322,he is not a politician
406324,
406325,Not knowledgeable enough about the importance issues
406329,
406333,
406335,
406336,"racist, misongynist"
406337,
406339,
406344,
406346,
406347,Racist
406348,"Many! Not professional, not qualified, bully, not a leader,"
406351,He is a liar
406353,
406354,"Immature, volatile, rude, sexist, racist"
406358,He is an unprepared canidate
406360,ignorant; bigoted; self-serving; shit hair; inarticulate;...
406361,i DO NOT LIKE HIS WAY OF BULLYING HIS WAY
406366,I feel his ideas are dangerous for the American public
406369,
406370,rasist
406371,He's an idiot
406374,
406375,
406376,his mouth
406377,This space isn't big enough.  He's a misogynist and a liar.
406381,Bigotry
406382,He's an Idiot
406383,His ideas are dangerous
406384,"Corporate/wealthy agenda supporter, denies equality to all"
406386,HIS ATTITUDE
406387,His racial and sexist slurs
406389,he is not the one for me i do not belive in him
406393,
406394,He is crazy  he does not belong in any office
406396,Asshole
406404,He's wholly uncouth
406405,His language and insensitivity
406409,
406410,
406412,Everything
406415,"attracts racists, misogynists."
406420,Stubbornness and ego getting away from him.
406421,
406423,He has no experience.
406425,NOT HEARD ABOUT SOCIAL SECURITY BENEFITS OR HOQ
406433,
406436,Foreign diplomacy or lack thereof
406437,
406448,He is the worse person to ever run for elected office
406454,"He has a bad temper, with no filter"
406457,"Lack of experience in politics, unexplained plans, mindset"
406458,His very vocal opinions. It might get us in trouble.
406459,If he decides he wants more govt contractors vs feds
406465,
406466,Untrustworthy
406467,Everything
406468,Arrigant doesn't care about people
406469,how he degrades women and other races
406479,Not acting presidential enough
406480,WAY HE TALKS ABOUT WOMEN
406484,Everything
406489,"almost every social view of his, his foreign policy views"
406490,He is unqualified and I question his mental stability
406492,hateful retoric
406495,TREAT PEOPLE WITH RESPECT
406501,everything
406502,Unwilling to take advice from experts
406506,"Unfit to be president. Lacks experience, demagogue, untruthf"
406507,He's an all around terrible person
406508,
406511,"He may be a narcissist, but he is still better than Clinton"
406513,Immature
406519,"Racist,sexist,"
406526,
406527,Supreme Court appointments
406528,
406530,Everything
406531,His approach of dealing with politics conflicts
406538,
406541,"He's racist, sexist, misogynistic, a hot head & bully"
406542,Attitude
406543,His racist views and disrespect for women AND HE HAS NO PLAN
406544,
406547,"arrogant, smug,and pompous, he thinks he is super human"
406550,1. unprepared for the presidency 2.disagree with policies
406551,"Unfit mentally/emotionally. Racist, unintelligent bigot."
406552,He's batshit crazy. He's a very dangerous man.
406553,"Lack of experience, not presidential, not qualified"
406554,
406559,
406563,PERSONAL CHARACTER; NO FILTER
406569,liar criminal
406570,Im not sure
406576,
406585,
406586,
406587,
406592,
406594,He has bad people skills.
406596,EVERYTHING
406600,
406601,
406605,I think he is a crook
406608,He is reckless in his actions and words.
406609,
406610,
406613,Republican & Trouble
406615,He is a racist and doesn't know anything about politics.
406616,Everything except conservative Supreme Court Justices
406617,
406620,He dont listen he dont think before he speaks
406621,
406624,"He is dishonest, bigoted, unfit to be President"
406625,
406629,"Racist, liar doesn't pay taxes"
406635,Doesn't seem to listen and is always wanting the last word
406636,
406637,he's a bully
406638,
406641,his ego
406642,
406643,
406645,
406646,Not sure about his fiscal policy
406650,
406652,
406653,not qualified/temper
406654,El es una persona muy poco confiable y demaciada conflictiva
406657,I don't like his comments about women and minorities.
406658,His odd behavior at times
406660,
406661,Not fit to be president
406663,he's speaks like he has a freshman in high school education.
406664,HE NEEDS TO THINK BEFORE HE SPEAKS
406665,Self promotion in lieu of public policy focus
406672,"Ties with Russian president, no military experience, racist"
406675,Foreign Policy
406678,not doing boarder controll
406680,His carelessness about what he says
406681,His hostility towards minorities & his lack of governmenta
406682,"Poor character, crude, careless"
406685,"His bigoted, misogynistic attitude"
406686,EveryThing
406695,
406698,
406699,
406702,everything
406704,he'sflighty
406705,He's not the best people person.
406706,not a polition
406711,
406715,"Harsh comments, previous abuse of women, inexperience in gov"
406716,"Unethical views, no morals, unprofessional"
406723,
406725,
406726,
406729,
406730,personality
406731,No boundaries or self regulation.
406732,"no think before speaking,no clasrespect from world leaders,"
406734,
406738,He is not for the people
406739,"His over all views on the country, females, and afro america"
406741,
406743,Everything
406746,A temper and loose cannon action
406747,
406749,He's a racist and an idiot
406750,"BIGOTRY, LIES"
406751,Everything about him
406756,
406758,
406759,His views on women
406763,
406764,More than I can state in this box
406765,Ignorance
406768,
406771,He's a fucking IDIOT. Excuse my language.
406774,"He's a liar, a buffoon, racist, hate-filled, etc etc"
406775,NARCISSIST-SOCIOPATHs eventually always destroy the meek.
406776,
406780,"Xenophobia, Misogyny, and lack of any qualifications"
406782,Not to think things through
406784,
406786,not qualified
406788,El es racista.
406792,Disposition
406793,"He's racist, sexist and has no knowledge of policies or gove"
406794,has no concrete plans or beliefs
406799,everything
406804,his thoughts on Mexicans
406806,What he says at times is not presidential
406808,ignorance lack of character dangerously unstable
406811,"I do not like his idea to deport all illegals, too broad"
406812,His attitude and temper
406814,
406816,
406817,
406818,
406820,He acts and talks imature
406823,
406826,
406829,bluntness
406830,Ethics
406837,
406839,
406840,Extremely offensive language and racist attitudes
406841,other CREDIBLE non-left-leaning candidate
406843,
406845,Impulsive
406848,
406852,He's insane
406854,Retracting statements on issues and how he would handle them
406857,
406862,"Everything, mainly over him not wanting 'MEXICANS' here.He's"
406863,irrationality
