V160001,V161072 - PRE: What is it that R dislikes about Democratic Pres cand
401610,
401611,
401613,
401618,
401622,
401624,
401625,Dishonesty and arrogance
401630,
401632,everything
401636,
401637,She is not competent to run for president
401639,liar
401642,
401643,
401646,sounds like a fair person
401649,Do not like her
401654,corruption
401662,higher education and affordability
401664,Perceived dishonesty
401665,
401669,"Her secretness, past history"
401672,Not honest
401675,
401678,MULTIPLE LIES
401685,I do not agree with her polictics
401686,I don't like her
401687,
401694,
401696,not trust worthy
401698,Divisive
401699,
401700,No trust. Quid pro quo. Special interests.
401703,
401705,NOT COMPLETELY TRUTHFUL
401706,She is untruthful
401709,If some major issue comes up
401715,
401716,e-mails
401723,
401728,
401732,Her connections to Wall Street
401733,2faced liar not trustworthy numerous reasons
401736,
401739,benghazi
401746,"Everything about her - morality, ethics and politics"
401747,
401748,"Fraud, liar, criminal, crooked"
401749,she is corrupt and untrustworthy
401752,2nd ammendment
401756,Her handling of the 2012 Benghazi attack/ her email scandal
401757,Lying about the emails
401758,She has broken the law and lied under oath.
401759,
401761,
401762,is she trustworthy?
401771,"History of lying, beholden to big oil, banking, pharma."
401773,she is still deeply entrenched in the system
401774,
401780,
401782,
401791,Her dishonest and track record.  She's spent too many years
401792,
401793,Her record as Secretary of State
401795,
401797,25 YEARS OF LYING AND COVERUPS
401798,I feel she is dishonest & can't be trusted.
401802,
401804,
401807,Everything
401808,She is a liar
401811,"low integrity, not a fan of policies"
401812,"Says only what people want to hear, uncharismatic"
401815,
401821,She doesn't tell the truth frequently
401824,LACK OF HONESTY
401828,"liar, can't be trusted, she should be in jail"
401829,Integrity
401830,She voted to invade Iraq. One Clinton was enough.
401832,
401833,
401835,
401836,
401839,
401841,
401849,
401850,
401852,Not trustworthy.
401854,She lies!!
401856,feels like a dynastic establishment candidate
401858,uninspiring demeanor
401859,If Bernie Sanders re-enters the election.
401860,
401861,
401862,
401867,Issues with the Clinton Foundation and lifetime politician
401872,
401874,not the best public speaker
401875,progressive-ism
401876,
401883,Not very trustworthy.
401887,
401889,Abortion
401891,
401895,"Untrustworthy, overgeneralized progressive message"
401902,"dishonest, corrupt and a career politician"
401903,
401906,Abortion and she should be in prison
401909,Trust
401910,SHE HAS TROUBLE BEING HONEST
401911,"She is devious, self-indulgent, manipulative liar."
401914,
401915,
401916,
401917,"She's a lier, fake and kills people and doesnt care"
401918,She is a politician and part of the broken system.
401919,
401920,croocked and a lier
401922,
401923,She is an opportunist and liar
401924,
401926,
401928,
401931,"Dishonest, to many tax funded social programs"
401938,
401940,untrustworthy
401941,
401943,Shes a liar
401945,
401949,Career Politician. Dishonest. Money Driven.
401950,
401958,
401959,Her lies
401968,"the lies, inappropriate behavior fitting to an elected offic"
401971,
401972,She's as corrupt as the Devil himself
401973,
401976,Seems she is always caught in a lie
401978,wall street ties
401982,
401985,
401989,
401991,No more evil Clintons in the White House
401993,She isn't very trustworthy
401997,
401998,Caught up in lies
402001,
402002,Clinton seems to be untrustworthy and probably corrupt
402003,Too many lies and too much controversy.
402012,Liar; corrupt; Obama Care
402013,
402016,She is pro abortion
402017,lying
402018,
402019,
402030,trustworthyness
402033,incessant lies and coverups
402036,LACK CONSISTENCY ON TELLING THE TRUTH
402038,Her is not to be trust
402039,"her lack of major accomplishments, email scandal, Bengazi"
402040,The issues that she disagrees with Bernie Sanders on!
402041,ANTAGONISM TOWARD RELIGIOUS FREEDOM
402042,I think she is a liar and should not be trusted
402046,The deleted e-mails on her server.
402048,
402049,Liar
402050,"Benghazi, Don't want family in white house"
402052,
402058,
402059,she lied
402060,
402063,"The lack of Values, and leadership."
402066,Her getting caught in lies.
402067,
402068,
402069,Illegal imigration
402074,
402078,
402094,she's a pathological liar
402098,She agrees with Obama
402099,Weak economic and national security ideas. Very dishonest.
402101,Untrustworthy
402104,Crook
402105,impersonal
402109,Unqualified and a liar
402116,She is a criminal
402118,not being forthright to the pulic
402120,I feel she is somewhat of a fraud
402124,
402134,"Liar, Broken laws, Don't feel reputable"
402136,Pro choice and illegal document activity
402137,
402140,"Corruption/Lies, Soros, Benghazi, Clinton Foundation, Emails"
402143,
402144,Corporate sponsorship
402146,
402147,
402149,
402150,She is against gun rights
402154,Supreme Court Judges
402155,
402158,accountability
402162,I think there are too many lies and cover ups.  No trust!
402163,Crooked
402164,she's not an honest person
402168,
402170,
402171,she is dishonest
402172,personal
402173,
402174,She's shady
402175,I think everyone gives a lot of promises t
402179,
402187,I'd rather vote green party
402188,she is a crook and a liar
402190,"fake, liar, sneak, coward"
402191,do not trust her not qualified
402193,
402195,
402200,dishonest emails
402202,
402204,
402206,
402209,Some trust and judgment issues
402210,Clinton and Her Husband pocketed Haitian Relief Funds.
402212,
402213,"Liar, Untrustworthy, Benghazi, Server issue. Arrogant"
402215,
402219,I dont't trust her and she lies
402221,She is a liar
402224,lies
402229,
402233,LACK OF TRUST
402234,I dont want another clinton in the whitehouse
402237,
402240,
402241,Lack of truthfulness and out of touch with typical family
402244,General mistrust
402248,corruption
402253,
402254,"Her moral stances, respect for life"
402257,This entire election is a Joke
402258,"STAT QUO, HI TAXES, BAD POLICIES, MASSV FINANCAL INEFFICIENC"
402259,Her flip-flopping
402262,
402265,She is untrustworthy
402267,"too private, seems to blur legal lines often"
402270,"Liar, Corrupt Politician"
402271,Difficult to see after election.
402282,
402284,"Dishonesty, Benghazi, Emails, Foreign Contributions"
402286,"Lying, untrusting"
402289,
402290,"Dishonest, deceptive, Traitor, Control freak, should I go on"
402296,Benghazi
402298,
402301,
402303,Crook
402305,"She is a liar, she left our boys to die in Bengazi and has f"
402308,Health care
402309,She's dishonest
402310,
402312,"not truthful, trustworthy"
402313,
402315,
402316,
402318,
402320,
402321,"rumors, media"
402325,lack of immigration control and because she lies.
402327,political ambition that clouds her judgement at times
402329,
402330,think she weak
402331,
402334,she's a liar and a killer.. benghazi
402338,
402340,Untrustworthy with important information
402342,She's a lier
402343,She's a damned liar...and murderer...for instance Benghazi
402345,Not trustworthy - too liberal
402350,DISHONESTY
402358,Lied the whole time shes been in office
402359,Follower of Obama
402360,
402365,Her liberal stance in politics
402366,
402367,"Lying, Corrupt, and Murder for Power and Money"
402368,
402370,
402373,Not trustworthy
402374,She is a moral disaster for this nation.She wants to rip our
402379,Too many unanswered questions
402380,Lack of honesty
402384,SHE IS A FRAUD SHE LIES AND SHE IS UNDER INVESTAGATION
402387,can not trust her
402389,lies
402391,
402392,
402397,
402398,Everything
402404,Everything
402406,War like
402411,She is corrupt.
402413,
402416,She represents another 4 yrs of the same
402420,
402428,
402429,
402430,Dishonesty and untrustworthy
402432,She is dishonest and stand for things I do not agree with
402434,
402435,
402437,DISHONEST
402439,
402445,her past
402448,
402451,
402455,The questions of impropriety that have haunted her political
402456,I don't trust her and think she has poor morals
402457,trust issues
402472,
402474,I don't like either choice
402480,She is greedy.
402481,
402486,I DO NOT trust a word that comes out of her mouth
402488,I think her involvment with Bengahazi is a little sketchy
402491,In general does not seem very trustworthy
402493,
402496,LIAR
402497,Her ties to Wall Street
402508,"She is a lair, She is corrupt, Doesn't care for the people"
402509,Dishonest Liar; does not believe in America - Globalist!
402510,She has lied about things in the past.
402512,
402513,
402514,She is a fraud
402515,Family history of making her fortune in political dealings
402517,"shes a liar, money hungry,can be bribed"
402521,
402522,
402525,She is not trustworthy
402526,
402529,
402530,She is unworthy of trust
402531,
402538,
402539,
402542,
402544,NEEDS TO BE MORE TRANSPARENT ABOUT ISSUES WITH EMAIL ETC.
402547,
402549,Unfit for the position
402550,lack of honesty
402552,dishonest
402553,Health trouble.  Legacy of corruption.  Primary Colors.
402560,She lies and is a criminal
402561,
402562,her disregard for life of other humans.
402565,Past Dishonesty/Record
402566,Rules don't apply to her
402568,
402570,
402573,
402574,abortion stance & email
402576,woman
402577,"honesty, national security"
402582,
402583,She is not honest. Overexposed in politics
402587,
402588,
402590,EVERYTHING.
402594,
402597,not trustworthy
402598,Dishonesty and lack of transparency
402602,Not trustworthy-Some bad decisions  Corruption
402603,
402605,
402612,She is a liar and makes the same points over and over.
402614,
402615,
402617,she is a lieing whore!!!!
402620,criminal behavior
402623,emails she is lying about
402625,
402626,"she a liar, murderer, and wiling to sellout the USA"
402628,
402629,
402630,"Deception, secrecy, dishonesty"
402631,she is not very honest
402635,Liar
402636,"influence peddling, corruption and treason"
402637,
402638,
402642,she's a criminal
402647,
402649,
402651,"Track record, lack of transparency and honesty"
402655,
402657,lies and cheats
402659,lack of insight about issues re:personal privacy
402664,
402670,
402672,
402673,
402675,Her inability to keep information private
402679,History of lying and deceit
402680,
402681,
402682,
402684,EVERYTHING
402688,guess who will run the white house
402690,
402691,She lies a lot
402692,Corrupt and dishonest
402693,Dishonesty
402694,The email server mess
402696,
402698,
402699,Dishonest
402700,honesty
402703,I do not trust her.
402713,
402722,She has lied repeatedly to the American people
402723,"Robotic, switches gears based on popular current events"
402724,"not trustworthy, not willing to protect USA"
402725,
402726,Untrustworthy and she feels entitled
402727,Criminal
402728,"Many many scandals, the Bush/Clinton empire, untrustworthy"
402732,She should be in jail/ crooked.
402733,
402734,violated espionauge act as secutary of stated
402735,
402737,
402742,"Lack of honesty, criminal"
402744,
402745,Bad political philosophy
402746,
402751,
402753,"Liar, incompetent, lacks skills, Washington Insider"
402756,She is criminally dishonest
402758,Email History
402759,"ethics at the edges, lack carisma"
402767,Shes a liar
402768,Her ties to Wall Street/Big corporations
402769,
402771,her husband wss president before
402773,A lot of different things.
402775,
402777,CRIMINAL BEHAVIOR
402778,trust issues
402780,
402782,
402783,Loud and brash
402785,dis-honest can't trust
402788,
402790,
402793,values
402795,
402796,Everything
402800,character
402815,she is not trust worthy
402816,
402817,Untrustworthy
402818,She dismissed a black protester for more 'important' topics
402820,
402821,
402822,
402823,
402825,lifetime of lying
402828,
402829,Her Lying
402831,
402834,not being truthful about certain things in the past.
402835,She is an inveterate liar and only cares about herself -- gr
402836,
402837,
402838,She I stupid
402839,she's a liar
402847,Lies
402849,Seems untrustworthy
402850,
402856,
402859,do not trust!
402862,Bengazi
402865,Abortion laws
402866,everything
402867,She is corrupt to the core.  She supports abortion
402868,
402870,"her lies, health, phoniness"
402871,foreign policy
402873,Abortion
402874,she is a lier
402875,
402876,
402878,"Dishonest, disloyal to our country, belongs in jail."
402880,criminal
402883,
402884,
402885,shades of distrust
402895,NOT ALWAYS TRUTHFUL
402897,
402899,
402901,Seems dishonest at times.
402902,
402904,
402905,
402906,"Corrupt, untrustworth, self serving"
402907,I don't trust her
402910,I don't trust her.  Bad record.
402912,She is not trustworthy
402917,
402919,Can't trust her
402921,
402922,bill clinton
402931,
402933,"Deleting emails, gettong caught in lies, scandals"
402941,She is not truthful
402946,
402947,
402948,Libia
402950,
402953,
402956,
402957,
402958,
402959,Dishonest liar
402960,Cannot be trusted (continued lies) and her health
402961,"Trust, lying, emails of our secerts, all her baggage."
402965,Her view on gun control
402966,Email scam
402967,
402968,Lscks INTEGRITY
402969,
402976,The Truth about Bengazi
402979,
402983,
402985,
402986,
402990,
402996,
403001,She is not honest at all.  Can't trust her.
403005,"She has an understanding of foreign policies, and more."
403006,She's not Bernie Sanders
403007,
403013,Dishonest and Clintons already disgraced the White House
403016,
403017,Her lack of honesty
403018,
403021,
403023,EMAILS
403025,"racismo,falsa"
403027,CAN'T STAND HER
403030,poor choice of husband
403032,more of the same from obama she wont change anything
403033,Untrustworthy
403034,
403035,
403036,
403041,
403042,I believe she won't bring anything great.
403053,She is a career politician/liar
403057,miss trust
403059,
403060,Leaking confidential information
403064,
403071,
403076,Family history
403078,don't trust her at all. Liar and cheat
403083,She is fake and a liar.
403088,doubts about her hiding those emails
403090,
403093,
403097,
403098,if she continues the same policy in the middle east
403100,
403101,A liar. Untrusting
403105,
403108,
403111,Reforma migratoria
403113,"FBI investigation, proven liar and flip flopper. Benghazi."
403114,
403115,She's pro-abortion
403120,She appears untrustworthy.
403121,She's scary
403122,
403123,
403125,Unethical
403128,Big fat liar.
403129,
403135,
403136,She is part of a political machine that needs to be changed
403138,
403143,
403145,her stand on abortion
403148,She is a thief and a liar
403152,LIES!
403154,she is hawkish on war
403155,"Emails, troops in the miltary"
403159,I DONT TRUST HER
403160,Trust
403164,
403166,She is a liar
403170,
403172,She seems sneaky.
403173,
403174,"E-mails, popular because she is female and a Clinton"
403175,
403176,what is there to like?
403178,
403181,
403182,
403187,
403190,
403192,Acts like she's above the law.
403195,Emails
403203,lack of transparency
403211,Don't trust her
403213,She's typical deceitful greedy politician
403214,"She is a liar and crook, just like her husband"
403216,"pro-choice, supporting everything Obama, supporting gay righ"
403217,
403219,
403220,
403221,
403222,she is focused on herself and not what is best for this coun
403226,Serial Liar / Untrustworthy / Corrupt / Bought Off
403228,
403230,She is not strong enough to lead this country.
403236,
403237,
403241,
403252,Tells you what she thinks everyone wants to hear not turth
403253,Emails
403259,buena conducta
403260,
403265,
403267,
403272,SHE IS A LIAR
403273,
403277,She's a power hungry politician.
403278,She is a liar and a criminal and should be in jail.
403282,
403283,Shes a liar and a criminal
403285,
403286,Her lies about emails and that she might do the same things
403287,She is a crook and has proved that she is bad for America
403292,Criminal
403293,she is a liar
403296,
403297,
403298,
403302,Too many to list here
403306,
403307,honesty and intergrity
403308,lack of respect
403314,"I don't like like her views on immagration, our military, re"
403317,"Cheating, lying, sneaky, socialist"
403318,
403321,
403322,she is backing too many sylum seekers
403323,
403324,
403330,she is not trustworthy
403331,controlled by power elite
403336,she is all for goverment and not the little people
403343,
403345,Insufficiently liberal and too tied in to Wall Street
403347,Bengahzi
403348,
403352,
403353,"She's a liar, can't be trusted, she's against guns&middle cl"
403354,
403358,
403362,
403367,
403368,
403373,Dishonesty
403374,TOO MANY SECRETS AND LIES
403376,
403379,Support of Black Lives Matter
403380,
403382,SHE IS A DEMOCRAT
403383,
403384,
403385,
403386,HER TIES TO BIG LOBBIEST GROUP
403387,
403389,
403391,
403392,shes a lier
403394,
403396,Appears to be unstable
403399,everything
403401,
403402,I don't believe she has the American people best interest in
403404,TPP
403406,
403407,
403408,
403410,She knows what she's doing
403411,I don't trust her.
403413,controversies when she was secretary of state
403414,Not being honest
403416,
403418,dishonest
403419,
403421,
403423,
403424,
403427,Her views on gun control
403430,Controversy over illegal emails on private work server
403431,She is a liar and compromises the security of this country.
403432,She appears to change her mind on positions a lot
403434,
403442,cattlegate
403443,character
403454,abortion
403457,"National Security, promoting war, lies"
403458,
403459,CANNOT TRUST
403460,
403463,"Lying hypocrite, e-mails, Benghazi, Clinton Foundation"
403464,
403470,
403471,
403474,
403476,her transparency and honesty
403478,
403480,Values
403481,
403482,Background
403484,"LIES, personal server, Bengazie"
403491,
403495,
403498,
403499,
403500,
403501,"DONT TRUST HER, LIES TO MUCH"
403502,
403503,
403505,She does not tell the truth.
403508,Too Liberal - Dishonest - Benghazi
403510,Ethics
403511,
403512,
403513,"Dishonest, proven does not have America's best interest"
403515,"I'm military, she is not held to the same standard"
403517,
403519,TRUST
403523,"Untrustworthy, and a War Monger"
403527,untruthful lack of integrity
403528,
403535,I think she is dishonest and currupt.
403537,"Letting in refugees, possible terrorist."
403538,
403540,
403541,EXPERIAANCE
403546,
403550,
403552,
403553,Questionable decision making while in Washington
403554,"She's a criminal, she has bad health, she covered up the fac"
403560,Corrupted Anti-military Not trustworthy Kills our military
403563,
403567,untrustworthy
403570,Her policies
403571,Flipflops on the Trans-Pacific Partnership
403573,
403577,Too much overkill trying to get EVERYONE to relate
403578,
403579,
403581,She is responsible for the death of our Ambassador & soldier
403593,Wants more government
403599,
403600,
403603,"Flip Flops on Beliefs - Marriage Equality, etc."
403605,she'a liarer
403606,She may heavily rely on her experience that may not work
403609,Does not speak the truth
403612,her history of various serious issues
403616,Benghazi
403617,She is very untrustworthy.
403620,She is a woman
403623,
403624,Religious Views
403625,
403626,The dynasty of the Clintons. Doubt her lack of  sincerity
403630,"Overall lack of trust for her, the party, and her career"
403634,
403635,
403640,
403644,She is self-serving and dishonest.
403649,
403650,"Comes off as dishonest, no conviction"
403653,
403658,
403660,I don't trust her
403661,
403669,
403670,"no consistency in her beliefs,lies not respectable as woman"
403672,She's also a bad candidate
403675,
403678,
403679,"scandals, voted for war"
403682,ambiguity in answering to accusations
403683,Untrustworthy
403684,
403685,40 YEARS OF LIES
403688,
403690,"She is corrupt, incompetent and a liar."
403693,Her thoughts about the Coal Industry
403696,unethical behavior
403697,
403698,Unethical
403704,amount of pandering
403706,"Corrupt, untrustworthy"
403707,
403709,Email scandal
403710,
403712,"liar ,theif"
403716,
403718,
403723,
403725,She's what wrong with politics.
403732,The email scandal
403737,
403738,
403740,
403741,"Establishment, wall street, emails"
403744,
403746,Untrustworthy.
403748,"poor character, track record, Benghazi, she lies"
403749,
403750,
403751,Honesty
403752,
403757,Conduct  of behavior from the previous election year.LIAR
403758,Liar Liar - is only for herself not the people
403761,
403762,
403764,Is deceitful and lies
403768,
403772,I just don't trust her
403773,she's an unethical liar
403776,everything
403779,When she opens her mouth she lies.
403780,She is a liar. I also think she is not genuine.
403781,I am concerned about her penchant for secrecy
403788,EVERY THING SHE STANDS FOR
403792,her driving need for secrecy
403796,Get rid of guns
403797,
403800,
403801,"LIAR, Deceitful, Untrustworthy, against law enforcement"
403806,
403813,Dishonesty
403820,"Abortion stands, homosexual marriage."
403821,She is corrupt
403824,
403829,Corruption
403831,Her views on gun safety
403832,"big banks alignment, fraud accusations, connectionninability"
403835,shes a liar and a fake
403837,"She lied about emails, published plan for defeating ISIS, i"
403841,To giving to lower class
403844,Not truthful.  Not trustworthy.  Liar.
403848,I can't believe what she says.
403851,she works for a corrupt system
403853,lies and her agenda overall
403857,
403860,
403861,"Lack of truthfulness, cannot trust her"
403864,Support from large corporations; stance on abortion
403866,
403867,liar
403868,She is in politics for self-interest reasons only
403872,
403874,
403877,
403878,
403882,LIAR
403885,
403886,
403887,
403889,American blood on her hands.
403893,"liar, treason, and should be indicted"
403896,too old
403897,
403903,Deception
403904,
403907,
403908,
403911,Liberal political standings
403912,CONNECTION WITH WORLD LEADERS
403913,She is a criminal.
403918,
403919,She is a Woman
403921,She and her husband have committed criminal acts
403925,Pro abortion and life time politician
403928,Her emails
403929,bought out by a lot of corporations
403930,
403931,
403935,All the false statements through out her career.
403936,honesty
403937,
403938,
403940,
403941,Bengazi
403942,
403945,
403947,Untrustworthy
403951,DEMOCRAT
403953,
403954,Her political history and her behavior as Sec. of State
403955,her dishonesty
403956,Brain Damage
403957,Classified emails
403960,
403962,She feels entitled and is the most corrupt candidate in my l
403963,TOO MUCH CORRUPTION
403964,Benghazi
403966,Too liberal and too dishonest
403968,
403970,
403971,
403972,she has made a life in politics. proven dishonest
403978,"she is an evil, lying, manipulative bitch"
403979,not always trust worthy
403987,
403988,Dishonesty
403990,not trustworthy
403991,Lack of character
403993,
403994,
403999,Some of her poor decisions with regards to the Clinton Found
404001,She's a liar
404002,she is unethical
404004,
404007,
404009,"Untruthful, Lies, should be in prison, Illegal foundation fo"
404011,She is a criminal.
404016,Her views on abortion
404017,
404020,
404021,
404025,
404026,Crooked Hillary
404030,
404032,The files that are missing and the ones they found
404037,"lack of transparency, dishonesty"
404038,
404039,"tax policy, illegal immigrants and gun control"
404042,
404043,
404045,view on abortions
404047,War monger
404048,"Amoral, above the law Clintons, anti-gun"
404050,
404051,
404055,"Integrity, no faith in her"
404057,
404058,Rigged the primaries
404060,
404061,
404066,
404071,little shady
404072,
404075,I can not tell weather she is honest or not.
404076,Benghazi
404077,
404081,seems to be some criminal activity
404082,she is not trustworthy
404084,She is a liar
404087,BEING A LIAR AND A CRIMINAL
404090,she is crooked & a liar
404092,She lies
404097,She has been caught in numerous lies
404098,Everything
404101,
404105,Her lies
404106,liar
404108,
404111,
404112,Shes a liar
404113,I DON'T TRUST HER
404121,She is nothing but a power trip piece of sh**
404124,
404125,"not honest, not trustworthy, democrat"
404127,not qualified to be President
404129,LACK OFSENSITIVITY TO PEOPLE'S NEEDS
404130,The deleted emails. Her hidden agendas.
404131,
404137,
404143,
404147,
404149,trust
404150,I just think a woman shouldnt be able to he president
404151,Shes untruthful and sneaky
404154,
404158,
404163,
404168,
404169,Dishonest
404174,
404176,
404182,I don't think she is honest.
404184,liar
404189,"i don,t trust her her values"
404191,She flip flops her views a lot and I find that unreliable
404192,
404200,
404201,"Age, relationship with Wall Street"
404207,I dont agree with her view
404220,she lies
404221,Untrustworthy
404224,"Progressive policies, dishonesty,"
404225,don't trust her with our national security
404229,
404230,
404232,
404236,"Liar, Cheat and Thief"
404238,Her lies
404239,
404240,
404241,
404245,i dont think same sex marriages should not be permitted i
404248,Health
404249,She lies
404250,prosicutable under RICO act
404252,Her behavior as Secretary of State and cleansing her emails.
404260,"More of the same grid lock, party line only"
404263,"she lies, is un trust worthy"
404264,
404266,"She has no strength of character, she lies, pro-abortion"
404268,
404269,Everything
404275,She's a liar.
404277,
404278,
404279,She wants to turn the US into socialistic nation.
404281,untrustworthy
404282,Everything about her from her hiding email scandal and bengh
404285,
404286,If what she says  is what  she really intends to  do
404291,
404293,
404294,I don't think she is honest.
404298,
404300,
404301,
404304,
404307,
404311,
404319,
404321,
404322,corruption
404323,
404324,dishonesty
404327,Career politician
404330,
404331,Email scandal
404334,
404336,As SOS she abused her post to create profits for her husband
404337,
404338,
404339,she's a thief and a criminal
404343,
404348,Trust
404351,Part of many problems
404353,Her political history & involvement in the Bilderburg Group
404354,
404358,
404359,
404360,
404362,Political concern
404364,She is corrupt and doesn't have firm opinion or beliefs.
404365,Scandal
404369,
404373,Her record of corruption
404376,corrupt on many levels
404378,gun control
404379,
404382,She is a corporatist
404383,
404386,I have had enough of the Clinton family we need a change
404387,
404397,
404399,"her entitled attitude, email scandal"
404402,her deceitfulness
404411,"Bengazi, email scandal, abortion, trust issue and gay rights"
404413,she's a liar
404414,her dealings with the rapist she got off and the email thin
404423,corruption
404424,
404425,Corruption
404426,giving more free things and allowing immigrants to come in w
404430,Her policies
404431,"abortion, crooked"
404437,"Shes a criminal. Pro chioce, lies repeatedly"
404438,
404441,not truthful
404442,Decline to state
404445,she lies
404448,
404449,Liar
404451,
404453,dishonest
404455,Running her own mail server
404456,"liar, destroyed documents, attitiude"
404459,
404460,sheΓÇÖs a war mongerer. and illegally utilized govt. servers
404461,Some things not trusted with email scandal and such
404469,
404471,
404476,email dificulty
404477,dishonest
404482,No trustworthy
404485,"Character flaws, unethical, liar, dangerous, untrustworthy"
404490,Lier
404491,doubt her honesty
404495,I am afraid she would run the presidency the same as Obama
404497,
404507,
404511,She is a liar
404514,"trust, she does not tell the truth"
404515,
404519,
404521,She won't moderate what Obama has done in office
404523,
404524,
404528,Corruption
404529,I don't believe she's a qualified candidate
404530,she lies
404531,She should be in prison and she is a liar.
404533,"DISHONEST AND ABOVE THE LAW, ELETIST"
404536,
404537,
404542,
404543,
404546,
404551,Benghazi and email scandal
404553,
404555,
404559,Email scandal and she is a career politician
404561,I hate her
404562,SECURITY
404567,
404573,She is a liar
404574,
404576,
404580,She's a liar
404583,
404585,
404595,Bad history
404596,"Inconsistent, liar, pandering"
404597,"She is a liar, and wants to destroy the U.S. constitution."
404599,
404602,
404604,She is a criminal and she will create disincentives for work
404605,Honesty
404609,
404610,
404611,"she is dishonest, against guns, email issue, military"
404612,
404614,
404616,"position on abortion, marriage, and her lack of integrity"
404618,
404622,Too much political time rather than people time.
404624,Can't trust her. Will be more of what we have now.
404627,
404633,The emails!
404635,
404636,Leaving health insurance/care reforms as they now are.
404642,Fiscal policies
404644,Integrity
404645,
404646,"liar, corrupt, her foundation never truthful selfish"
404648,"Heretofore, unseen levels of corruption & dishonesty."
404652,
404657,
404662,do not feel it is time for a female president
404663,"Liar, not suitable for the office, too many reasons to list"
404664,
404666,Lied while holding office
404667,
404668,Lies/Criminal Acts with no punishment
404671,She is a habitual liar
404672,
404680,Dishonest
404689,don't trust her
404692,Honesty
404694,
404699,
404706,She is here for us.
404710,CAN'T BE TRUSTED
404712,Liar and corrupt
404715,Untrustworthiness
404716,
404718,
404719,very dishonest
404721,
404723,"not trustwordy,liar"
404724,dont trust
404725,"liar, abusive of power, privileged, hypocritical"
404728,pro-choice
404729,She is an establishment Democrat and career politician
404731,"liar, corrupt"
404735,
404738,
404739,she not honest
404740,
404741,Recent scandals
404743,Pro Choice
404744,
404746,"even under oath, she lies"
404748,about her health
404750,
404752,
404754,She is a liar and murder
404755,Not very trustable
404756,Dishonesty and Liar
404757,Don't like her
404760,
404766,no trust
404771,she committed a crime with emails and didnt get charged
404773,her husband and she lies
404774,She worships satan!
404775,
404778,
404779,Politics
404780,"Not trustworthy, Health issues"
404781,she is a liar; only interest is enriching her family
404782,Transparency
404783,
404784,
404788,Not trustworthy
404791,
404794,
404795,She has the experience needed for the job.
404796,She's a politician at heart. Neec to think as regular people
404800,
404803,"liar, pay to play, Bengazi"
404805,
404807,Not strong enough
404808,"She is a criminal, and liar"
404809,
404811,Lack of Trust
404812,Can't be trusted; lies;
404814,Lack of security with emails.
404815,her dishonesty
404818,She's a lib rag criminal who has a history of helping crimin
404819,
404821,
404823,against 2nd amendment
404824,
404830,Some of the issues on her platform
404831,against energy resources
404841,She lies most time
404844,"arrogant, crooked"
404845,
404848,Lack of integrity & public trust
404851,
404852,She sees herself as above the law. has a political machine
404854,
404856,
404857,
404860,Her husband was impeached and she lies plus she stayed w him
404862,Lack of support for us troops
404864,Socialist!!!!
404867,Email scandal
404870,not trustworthy
404871,Secretive and cold
404874,
404875,She is endorsed by President Obama and does no support Coal.
404878,She lies to the people & gets caught up in those lies.
404880,
404881,
404885,Lying
404886,Her involvement in controversial federal situations
404889,"i don't believe in wars, the country should be peacefull."
404891,
404893,Her care for our childern heatlh
404895,Scandals
404896,
404906,
404907,everything
404908,"Trust, she is very much a politician."
404910,
404911,Character flaws
404912,she is a total power grubbing phoney
404914,
404915,Not trustworthy
404919,"Liar, cheat, and more"
404920,
404921,Her health
404922,"Everything, she is a liar."
404923,She is dishonest on every level
404926,Dont like her.
404928,
404931,
404933,
404934,"Untrustworthy, plays the system to her advantage too well."
404938,
404939,
404941,"I think she/her admin. is a crook, a fraud, and a liar."
404947,Corrupt politician who should be in jail
404953,
404956,What is her real reason or relationship of all lives matter?
404957,"Lies, deleted emails, untrustworthy"
404959,Untrustworthy
404961,She needs to be more forthcoming about her mistakes
404962,
404963,too Liberal and untrustworthy
404965,"Her health, her past history of lying and poor morals"
404966,
404971,
404975,SHE IS A LIAR
404976,I don't believe in abortion
404977,
404978,
404979,lack of tranaparency
404980,
404984,Lack of vision
404985,Hillary is not trustworthy
404986,
404989,LIAR
404990,"Pathological liar,owned by special interests,CGI conflict"
404991,only cares about her self interest
404992,Her stance on abortion
404993,
404994,abortions for late term pregnancies
404998,
404999,untrustworthy and can be bought off
405002,"Her lies, for abortions and Obama policies"
405007,using private server
405009,
405012,Do not trust her she does not belong in office
405013,"Personally, ego"
405014,DISHONEST
405016,Benghazi\Email scandal
405021,Too cozy with establishment
405022,foriegn policy
405023,"aggressive foreign policy, bends rules"
405026,emails and lies
405027,Has lied in courts about many things.
405029,honesty
405031,Coruption
405032,"likes money more than the people working for, no matter what"
405034,Internet scandal
405035,abortion
405039,
405042,"She is a liar, Traitor and Criminal"
405046,She is a liar but anyone is better than trump
405049,she hasnt been totally honest
405052,
405053,COMPLETE lack of trust
405055,
405061,She commit treason aginst the USA.
405062,
405064,
405066,"Dishonest, compromised nat'l security with email"
405070,she is a lier and the ends dos not justify the means
405072,Questionable ultimate politica agenda.
405073,too cozy with President Obama
405079,DECEPTION
405080,Represents powerful interests disproportionately
405082,Benghazi
405084,lack of integrity and trustworthiness
405086,She's deceitful
405087,inconsistancies on her activities
405088,
405089,
405090,
405093,proven she broke the law
405095,Democrat
405097,I don't believe any politicians
